num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_env_runners,timers/training_step,timers/env_runner_sampling_timer,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent
1,0,False,1,d3853_00000,2025-10-27_22-49-29,1761565769,64.27178621292114,64.27178621292114,3345953,u22,192.168.1.104,64.27178621292114,1,60.00901441503083,2.7342000976204872e-05,60.008837639994454,60.00880659703398,0,0,0,29.225,56.83043478260869
