num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_env_runners,timers/training_step,timers/env_runner_sampling_timer,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent
1,0,False,1,36c37_00000,2025-10-27_22-59-24,1761566364,63.42080998420715,63.42080998420715,3347573,u22,192.168.1.104,63.42080998420715,1,60.00964120501885,2.3429980501532555e-05,60.00925232801819,60.00915636098944,0,0,0,6.8,44.127472527472534
